# 
# ## Query file name:  
# GeneProduct-IDs.txt
# 
# ## DATA version:  
# RegulonDB v10.7	 ECOCYC: v23.5
# 
# ## File creation date:  
# [2020-06-30]
# 
# ## Dataset description:
# Information about Gene and IDs from Ecocyc and GenBank
#
# ## Columns description:  
# - REGULONDB_ID:    RegulonDB Gene Identifier
# - ECOCYC_ID :      Ecocyc Gene Identifier
# - BNUMBER  :       GenBank Identifier / Locus tag
# - GENE_NAME :      Gene name
# - GENE_SYNONYMS:   Gene synonyms
# - GENE_POSLEFT:    Absolute genome left position of the gene
# - GENE_POSRIGHT:   Absolute genome right position of the gene
# - GENE_STRAND:     Genome orientation [forward, reverse]
# - GENE_TYPE:       Type of the gene [ gene, pseudo gene, phantom gene]
# - PRODUCT_ID:    RegulonDB Identifier
# - PRODUCT_NAME:  Product name
# - PRODUCT_SYNONYMS:Product synonyms 
# - PRODUCT_TYPE:    Product type [tRNA, small RNA, ]
#
# ## Data file summary:  
#
#  The totals and the unix commands using this data file is indicated.
#
#   Data File lines: 4739         ```grep -v '^#' GeneProduct-IDs.txt |grep ECK12 | wc -l ```
# 
#
#  GENES:
#  ------------
#   Total of genes:        4739   ```grep -v '^#' GeneProduct-IDs.txt | cut -f1 | grep ECK12 | wc -l```
#   Genes without Ecocyc ID: 29   ```grep -v '^#' GeneProduct-IDs.txt | cut -f2 | grep -e  "-$" | wc -l```
#   Genes without bnumber:   84   ```grep -v '^#' GeneProduct-IDs.txt | cut -f3 | grep -e  "-$" | wc -l```
#   Gene Type Totals     :        ```grep -v '^#' GeneProduct-IDs.txt | cut -f9 | sort | uniq -c```
#        Genes           4532  
#        Phantom Gene      61
#        Pseudo Gene      146
#   Genes with more than one product: 
#   ```grep -v '^#' GeneProduct-IDs.txt |grep ECK12 | cut -f1 | sort | uniq -c | sort -nr | cut -c1-5 | sort | uniq -c```
#        4726    1     4725 genes with 1 product  ( 94 of them have not product)
#           7    2        7 genes with 2 products
#   Genes without product: 94
#    ```grep -v '^#' GeneProduct-IDs.txt |grep ECK12 | perl -ne 'chomp; @F=split(/\t/,$_); if ($F[9] eq "-") { print "$F[0] $F[3] $F[8] $F[9]\n";} ' |wc```
#
# PRODUCTS:
# -------------- 
#   small RNA genes: 120 
#     ```grep -v '^#' GeneProduct-IDs.txt |grep ECK12 | perl -ne 'chomp; @F=split(/\t/,$_); if ($F[12] eq "small RNA") { print "$F[0]\t$F[3]\t$F[12]\n";} |wc’```
#
#
# ## Comments:
# [Details to consider about the data]
# 
#  * Some genes have no Ecocyc-ID because they come from RegulonDB collaborators curation
#  * Some genes have no BNumber because the genes reported in the papers are not included in the Genbank File
#  * Some genes have more than one product
#  * The small RNA from the RegulonDB collaborator are marked as “small RNA” in the product type
#
# REGULONDB_ID	ECOCYC_ID	BNUMBER	GENE_NAME	GENE_SYNONYMS	GENE_POSLEFT	GENE_POSRIGHT	GENE_STRAND	GENE_TYPE	PRODUCT_ID	PRODUCT_NAME	PRODUCT_SYNONYMS	PRODUCT_TYPE
ECK120000994	|EG11005|	b3708	tnaA	ECK3701,EG11005,b3708,ind,tnaR	3888730	3890145	forward	 	ECK120005470	tryptophanase	Ind,TnaA,TnaR	 
ECK120000995	|EG11006|	b3709	tnaB	ECK3702,EG11006,b3709,tnaP,trpP	3890236	3891483	forward	 	ECK120005471	tryptophan:H<sup>+</sup> symporter TnaB	TnaB,TnaB tryptophan ArAAP transporter,TnaP,TrpP	 
ECK120001659	|EG11720|	b3710	mdtL	ECK3703,EG11720,b3710,yidY	3891615	3892790	forward	 	ECK120006135	efflux pump MdtL	MdtL,MdtL multidrug efflux pump,YidY,YidY drug MFS transporter	 
ECK120001660	|EG11721|	b3711	yidZ	ECK3704,EG11721,b3711	3892765	3893724	forward	 	ECK120006136	putative LysR-type transcriptional regulator YidZ	YidZ	 
ECK120001661	|EG11722|	b3712	yieE	ECK3705,EG11722,b3712	3893881	3894630	forward	 	ECK120006137	putative phosphopantetheinyl transferase	YieE	 
ECK120001662	|EG11723|	b3713	yieF	ECK3706,EG11723,b3713,chrR	3894652	3895218	forward	 	ECK120006138	chromate reductase	ChrR,YieF	 
ECK120001663	|EG11724|	b3714	adeP	ECK3707,EG11724,b3714,purP,yieG	3895272	3896609	reverse	 	ECK120006139	adenine:H<sup>+</sup> symporter	AdeP,PurP,YieG	 
ECK120001664	|EG11725|	b3715	yieH	ECK3708,EG11725,b3715	3896774	3897439	forward	 	ECK120006140	6-phosphogluconate phosphatase	YieH	 
ECK120001665	|EG11726|	b3716	cbrB	ECK3709,EG11726,b3716,yieI	3897506	3897973	forward	 	ECK120006141	putative inner membrane protein	CbrB,YieI	 
ECK120001666	|EG11727|	b3717	cbrC	ECK3710,EG11727,b3717,yieJ	3898022	3898609	forward	 	ECK120006142	UPF0167 family colicin E2 tolerance protein CbrC	CbrC,YieJ	 
ECK120001667	|EG11728|	b3718	yieK	ECK3711,EG11728,b3718	3898671	3899393	reverse	 	ECK120006143	putative glucosamine-6-phosphate deaminase YieK	YieK	 
ECK120001668	|EG11729|	b3719	yieL	ECK3712,EG11729,b3719	3899408	3900577	reverse	 	ECK120006144	putative hydrolase YieL	YieL,putative xylanase	 
ECK120001333	|EG11364|	b3720	bglH	ECK3713,EG11364,b3720,yieC	3900604	3902220	reverse	 	ECK120005809	carbohydrate-specific outer membrane porin, cryptic	BglH,YieC	 
ECK120000110	|EG10114|	b3721	bglB	ECK3714,EG10114,b3721,blgA	3902289	3903701	reverse	 	ECK120004586	6-phospho-&beta;-glucosidase B	6-phospho-&beta;-glucosidase B, cryptic,6-phospho-b-D-glucosyl-(1,4)-D-glucose glucohydrolase,6-phospho-b-glucosidase,BglB,BlgA,phospho-&beta;-glucosidase B, cryptic,phospho-b-glucosidase,phosphocellobiase	 
ECK120000111	|EG10115|	b3722	bglF	ECK3715,EG10115,b3722,bglS	3903720	3905597	reverse	 	ECK120004587	&beta;-glucoside specific PTS enzyme II / BglG kinase / BglG phosphatase	BglF,BglS	 
ECK120000112	|EG10116|	b3723	bglG	ECK3716,EG10116,b3723,bglC	3905731	3906567	reverse	 	ECK120004588	transcriptional antiterminator BglG	BglC,BglG	 
ECK120000726	|EG10735|	b3724	phoU	ECK3717,EG10735,b3724,phoT,pst	3906853	3907578	reverse	 	ECK120005202	negative regulator of the <i>pho</i> regulon	PhoT,PhoU,Pst	 
ECK120000774	|EG10783|	b3725	pstB	ECK3718,EG10783,b3725,phoT	3907593	3908366	reverse	 	ECK120005250	phosphate ABC transporter ATP binding subunit	PhoT,PstB	 
ECK120000773	|EG10782|	b3726	pstA	ECK3719,EG10782,R2pho,b3726,phoR2,phoR2b,phoT	3908549	3909439	reverse	 	ECK120005249	phosphate ABC transporter membrane subunit PstA	PhoT,PstA	 
ECK120000775	|EG10784|	b3727	pstC	ECK3720,EG10784,b3727,phoW	3909439	3910398	reverse	 	ECK120005251	phosphate ABC transporter membrane subunit PstC	PhoW,PstC	 
ECK120000725	|EG10734|	b3728	pstS	ECK3721,EG10734,R2pho,T,b3728,nmpA,phoR2a,phoS	3910485	3911525	reverse	 	ECK120005201	phosphate ABC transporter periplasmic binding protein	NmpA,PhoS,PiBP,PstS	 
ECK120000375	|EG10382|	b3729	glmS	ECK3722,EG10382,b3729	3911839	3913668	reverse	 	ECK120004851	L-glutamine&mdash;D-fructose-6-phosphate aminotransferase	GlmS	 
ECK120001179	|EG11198|	b3730	glmU	ECK3723,EG11198,b3730,yieA	3913830	3915200	reverse	 	ECK120005655	fused N-acetylglucosamine-1-phosphate uridyltransferase and glucosamine-1-phosphate acetyltransferase	GlmU,YieA	 
ECK120000096	|EG10100|	b3731	atpC	ECK3724,EG10100,b3731,papG,uncC	3915553	3915972	reverse	 	ECK120004572	ATP synthase F<sub>1</sub> complex subunit &epsilon;	ATP synthase F1 complex - epsilon subunit,AtpC,PapG,UncC	 
ECK120000097	|EG10101|	b3732	atpD	ECK3725,EG10101,b3732,papB,uncD	3915993	3917375	reverse	 	ECK120004573	ATP synthase F<sub>1</sub> complex subunit &beta;	ATP synthase F<sub>1</sub> complex - beta subunit,AtpD,PapB,UncD	 
ECK120000100	|EG10104|	b3733	atpG	ECK3726,EG10104,b3733,papC,uncG	3917402	3918265	reverse	 	ECK120004576	ATP synthase F<sub>1</sub> complex subunit &gamma;	ATP synthase F<sub>1</sub> complex - gamma subunit,AtpG,PapC,UncG	 
ECK120000094	|EG10098|	b3734	atpA	ECK3727,EG10098,b3734,papA,uncA	3918316	3919857	reverse	 	ECK120004570	ATP synthase F<sub>1</sub> complex subunit &alpha;	AtpA,PapA,UncA	 
ECK120000101	|EG10105|	b3735	atpH	ECK3728,EG10105,b3735,papE,uncH	3919870	3920403	reverse	 	ECK120004577	ATP synthase F<sub>1</sub> complex subunit &delta;	ATP synthase F<sub>1</sub> complex - delta subunit,AtpH,PapE,UncH	 
ECK120000099	|EG10103|	b3736	atpF	ECK3729,EG10103,b3736,papF,uncF	3920418	3920888	reverse	 	ECK120004575	ATP synthase F<sub>0</sub> complex subunit b	ATP synthase F<sub>o</sub> complex - b subunit,AtpF,B chain,PapF,UncF	 
ECK120000098	|EG10102|	b3737	atpE	ECK3730,EG10102,b3737,papH,uncE	3920950	3921189	reverse	 	ECK120004574	ATP synthase F<sub>0</sub> complex subunit c	ATP synthase F<sub>0</sub> complex - subunit c,AtpE,F<sub>0</sub>-c,PapH,UncE,dicyclohexylcarbodiimide-binding protein	 
ECK120000095	|EG10099|	b3738	atpB	ECK3731,EG10099,b3738,papD,uncB	3921236	3922051	reverse	 	ECK120004571	ATP synthase F<sub>0</sub> complex subunit a	ATP synthase F<sub>0</sub> complex - a subunit,AtpB,PapD,UncB,chain A,protein 6	 
ECK120000102	|EG10106|	b3739	atpI	ECK3732,EG10106,b3739,uncI	3922060	3922440	reverse	 	ECK120004578	ATP synthase accessory factor AtpI	AtpI,UncI	 
ECK120000369	|EG10376|	b3740	rsmG	ECK3733,EG10376,b3740,gidB	3923057	3923680	reverse	 	ECK120004845	16S rRNA m<sup>7</sup>G527 methyltransferase	GidB,RsmG,rRNA small subunit 7-methylguanosine (m7G) methyltransferase,ribosomal RNA small subunit methyltransferase G	 
ECK120000368	|EG10375|	b3741	mnmG	ECK3734,EG10375,b3741,gidA,trmF	3923744	3925633	reverse	 	ECK120004844	5-carboxymethylaminomethyluridine-tRNA synthase subunit MnmG	GidA,MnmG,TrmF,protein involved in modification of U34 in tRNA	 
ECK120001180	|EG11199|	b3742	mioC	ECK3736,EG11199,b3742,yieB	3926012	3926455	reverse	 	ECK120005656	flavoprotein MioC	MioC,YieB,flavoprotein involved in biotin synthesis	 
ECK120000089	|EG10093|	b3743	asnC	ECK3737,EG10093,b3743	3926545	3927003	reverse	 	ECK120004565	DNA-binding transcriptional dual regulator AsnC	AsnC	 
ECK120000087	|EG10091|	b3744	asnA	ECK3738,EG10091,b3744	3927155	3928147	forward	 	ECK120004563	asparagine synthetase A	AsnA	 
ECK120001669	|EG11730|	b3745	viaA	ECK3739,EG11730,b3745,yieD,yieD_1,yieD_2,yieM	3928152	3929603	reverse	 	ECK120006145	protein ViaA	ViaA,YieD,YieM,stimulator of RavA ATPase activity	 
ECK120001670	|EG11731|	b3746	ravA	ECK3740,EG11731,b3746,yieN	3929597	3931093	reverse	 	ECK120006146	regulatory ATPase RavA	RavA,YieN	 
ECK120001495	|EG11541|	b3747	kup	ECK3741,EG11541,b3747,trkD	3931316	3933184	forward	 	ECK120005971	K<sup>+</sup>:H<sup>+</sup> symporter Kup	Kup,TrkD	 
ECK120000808	|EG10817|	b3748	rbsD	ECK3742,EG10817,b3748,rbsP	3933351	3933770	forward	 	ECK120005284	D-ribose pyranase	RbsD,RbsP	 
ECK120000805	|EG10814|	b3749	rbsA	ECK3743,EG10814,b3749,rbsP,rbsT	3933778	3935283	forward	 	ECK120005281	ribose ABC transporter ATP binding subunit	RbsA,RbsP,RbsT	 
ECK120000807	|EG10816|	b3750	rbsC	ECK3744,EG10816,b3750,rbsP,rbsT	3935288	3936253	forward	 	ECK120005283	ribose ABC transporter membrane subunit	RbsC,RbsP,RbsT	 
ECK120000806	|EG10815|	b3751	rbsB	ECK3745,EG10815,b3751,prlB,rbsP	3936278	3937168	forward	 	ECK120005282	ribose ABC transporter periplasmic binding protein	PrlB,RbsB,RbsP	 
ECK120000809	|EG10818|	b3752	rbsK	ECK3746,EG10818,b3752	3937294	3938223	forward	 	ECK120005285	ribokinase	RbsK	 
ECK120000810	|EG10819|	b3753	rbsR	ECK3747,EG10819,b3753	3938227	3939219	forward	 	ECK120005286	DNA-binding transcriptional dual regulator RbsR	RbsR,regulator for rbs operon	 
ECK120001671	|EG11732|	b3754	hsrA	ECK3748,EG11732,b3754,yieO	3939185	3940612	reverse	 	ECK120006147	putative transporter HsrA	HsrA,YieO,multidrug efflux pump HsrA	 
ECK120001672	|EG11733|	b3755	yieP	ECK3749,EG11733,b3755	3940635	3941327	reverse	 	ECK120006148	DNA-binding transcriptional regulator YieP	YieP	 
ECK120002528	|EG30086|	b3756	rrsC	ECK3750,EG30086,b3756	3941808	3943349	forward	 	ECK120007002	16S ribosomal RNA	16S rRNA,rrsC,rrsC 16S ribosomal RNA	rRNA
ECK120002475	|EG30033|	b3757	gltU	ECK3751,EG30033,b3757,tgtC	3943435	3943510	forward	 	ECK120006950	tRNA-Glu(UUC)	tRNA<sup>gltU</sup>	tRNAs
ECK120002521	|EG30079|	b3758	rrlC	ECK3752,EG30079,b3758	3943704	3946607	forward	 	ECK120006995	23S ribosomal RNA	23S rRNA,rrlC,rrlC 23S ribosomal RNA	rRNA
ECK120002514	|EG30072|	b3759	rrfC	ECK3753,EG30072,b3759	3946700	3946819	forward	 	ECK120006988	5S ribosomal RNA	5S rRNA,rrfC,rrfC 5S ribosomal RNA	rRNA
ECK120002466	|EG30023|	b3760	aspT	ECK3754,EG30023,b3760,tasC	3946872	3946948	forward	 	ECK120006941	tRNA-Asp(GUC)	tRNA<sup>aspT</sup>	tRNAs
ECK120002547	|EG30105|	b3761	trpT	ECK3755,EG30105,b3761,su7,su8,su9,supU,supV	3946957	3947032	forward	 	ECK120007021	tRNA-Trp(CCA)	tRNA<sup>Trp</sup>,tRNA<sup>trpT</sup>	tRNAs
ECK120001412	|EG11449|	b4480	hdfR	ECK3756,EG11449,b3762,b3763,b4480,yifA,yifD	3947128	3947967	reverse	 	ECK120005888	DNA-binding transcriptional dual regulator HdfR	HdfR,YifA,YifD	 
ECK120001413	|EG11450|	b3764	maoP	ECK3757,EG11450,b3764,yifE	3948086	3948424	forward	 	ECK120005889	macrodomain Ori protein	MaoP,YifE	 
ECK120001235	|EG11260|	b3765	yifB	ECK3758,EG11260,b3765	3948449	3949969	reverse	 	ECK120005711	putative magnesium chelatase YifB	YifB,putative ATP-dependent protease	 
ECK120001244	|EG11270|	b3766	ilvL	ECK3759,EG11270,b3766	3950322	3950420	forward	 	ECK120005720	<i>ilvXGMEDA</i> operon leader peptide	IlvL	 
ECK120048853	|G0-10641|	b4669	ilvX	ECK4484,G0-10641,b4669	3950507	3950557	forward	 	ECK120048873	uncharacterized protein IlvX	IlvX	 
ECK120004461	|G8221|	b4488	ilvG	ECK3760,G8221,b3767,b3768,b4488,ilvO	3950560	3952204	forward	Pseudo Gene	ECK120008897	acetolactate synthase II subunit IlvG, N-terminal fragment (pseudogene)	 	 
ECK120000494	|EG10501|	b3769	ilvM	ECK3761,EG10501,b3769	3952201	3952464	forward	 	ECK120004970	acetolactate synthase II subunit IlvM	IlvM,acetolactate synthase / acetohydroxybutanoate synthase, regulatory subunit	 
ECK120000490	|EG10497|	b3770	ilvE	ECK3762,EG10497,b3770	3952484	3953413	forward	 	ECK120004966	branched-chain-amino-acid aminotransferase	IlvE	 
ECK120000489	|EG10496|	b3771	ilvD	ECK3763,EG10496,b3771	3953478	3955328	forward	 	ECK120004965	dihydroxy-acid dehydratase	IlvD	 
ECK120000486	|EG10493|	b3772	ilvA	ECK3764,EG10493,b3772,ile	3955331	3956875	forward	 	ECK120004962	threonine deaminase	Ile,IlvA	 
ECK120000496	|EG10503|	b3773	ilvY	ECK3765,EG10503,b3773	3956927	3957820	reverse	 	ECK120004972	DNA-binding transcriptional dual regulator IlvY	IlvY,positive regulator for ilvC	 
ECK120000488	|EG10495|	b3774	ilvC	ECK3766,EG10495,b3774	3957970	3959445	forward	 	ECK120004964	ketol-acid reductoisomerase (NADP<sup>+</sup>)	IlvC	 
ECK120002222	|EG12352|	b3775	ppiC	ECK3767,EG12352,b3775,parvA	3959532	3959813	reverse	 	ECK120006697	peptidyl-prolyl <i>cis-trans</i> isomerase C	Par10,PpiC,parvulin,rotamase C	 
ECK120004310	|G7798|	b3777	yifN	ECK3768,ECK3769,G7798,b3777,yifO	3960012	3960460	reverse	Pseudo Gene	ECK120008749	putative toxin YifN	 	 
ECK120000828	|EG10837|	b3778	rep	ECK3770,EG10837,b3778,dasC,mbrA,mmrA	3960677	3962698	forward	 	ECK120005304	ATP-dependent DNA helicase Rep	DasC,MbrA,MmrA,Rep,Rep helicase, a single-stranded DNA-dependent ATPase	 
ECK120000406	|EG10413|	b3779	gpp	ECK3771,EG10413,b3779,gppA	3962745	3964229	reverse	 	ECK120004882	guanosine-5'-triphosphate,3'-diphosphate phosphatase	Gpp,GppA	 
ECK120000835	|EG10844|	b3780	rhlB	ECK3772,EG10844,b3780,mmrA	3964365	3965630	reverse	 	ECK120005311	ATP-dependent RNA helicase RhlB	ATP-dependent RNA helicase of the RNA degradosome,MmrA,RhlB	 
ECK120001020	|EG11031|	b3781	trxA	ECK3773,EG11031,b3781,dasC,fipA,tsnC	3965761	3966090	forward	 	ECK120005496	thioredoxin 1	DasC,FipA,TRX1,TrxA,TsnC,thioredoxin(SH)<sub>2</sub>	 
ECK120002284	|EG12428|	b3782	rhoL	ECK3774,EG12428,b3782	3966231	3966332	forward	 	ECK120006759	<i>rho</i> operon leader peptide	RhoL	 
ECK120000836	|EG10845|	b3783	rho	ECK3775,EG10845,b3783,nitA,nusD,psu,psuA,rnsC,sbaA,sun,tsu	3966417	3967676	forward	 	ECK120005312	transcription termination factor Rho	NitA,NusD,Psu,PsuA,Rho,RnsC,SbaA,Sun,Tsu,transcription termination factor Rho;  polarity suppressor	 
ECK120000831	|EG10840|	b3784	rfe	ECK3776,EG10840,b3784,wecA	3967916	3969019	forward	 	ECK120005307	UDP-<i>N</i>-acetylglucosamine&mdash;undecaprenyl-phosphate <i>N</i>-acetylglucosaminephosphotransferase	Rfe,WecA	 
ECK120001268	|EG11295|	b3785	wzzE	ECK3777,EG11295,b3785,metNSt,wzz,yifC	3969031	3970077	forward	 	ECK120005744	enterobacterial common antigen polysaccharide co-polymerase	Wzz,WzzE,YifC	 
ECK120001414	|EG11451|	b3786	wecB	ECK3778,EG11451,b3786,mnaA,nfrC,rffE,yifF	3970133	3971263	forward	 	ECK120005890	UDP-<i>N</i>-acetylglucosamine 2-epimerase	MnaA,NfrC,RffE,WecB,YifF	 
ECK120001415	|EG11452|	b3787	wecC	ECK3779,EG11452,b3787,mnaB,rff,rffD	3971260	3972522	forward	 	ECK120005891	UDP-<i>N</i>-acetyl-D-mannosamine dehydrogenase	MnaB,Rff,RffD,WecC	 
ECK120001416	|EG11453|	b3788	rffG	ECK3780,EG11453,b3788,rff	3972522	3973589	forward	 	ECK120005892	dTDP-glucose 4,6-dehydratase 2	Rff,RffG	 
ECK120001417	|EG11454|	b3789	rffH	ECK3781,EG11454,b3789,yifG	3973608	3974489	forward	 	ECK120005893	dTDP-glucose pyrophosphorylase 2	RffH,YifG	 
ECK120001418	|EG11455|	b3790	rffC	ECK3782,EG11455,b3790,rff,wecD,yifH	3974467	3975141	forward	 	ECK120005894	dTDP-4-amino-4,6-dideoxy-D-galactose acyltransferase	Rff,RffC,WecD,YifH	 
ECK120001419	|EG11456|	b3791	wecE	ECK3783,EG11456,b3791,fcnA,rff,rffA,yifI	3975146	3976276	forward	 	ECK120005895	dTDP-4-dehydro-6-deoxy-D-glucose transaminase	FcnA,Rff,RffA,WecE,YifI	 
ECK120001442	|EG11486|	b3792	wzxE	ECK3784,EG11486,b3792,wzx,yifJ	3976278	3977528	forward	 	ECK120005918	lipid III flippase	Wzx,WzxE,YifJ	 
ECK120004311	|G7800|	b4481	wecF	ECK3785,G7800,b4404,b4405,b4481,rff,rffT,yifM	3977525	3978604	forward	 	ECK120008750	TDP-<i>N</i>-acetylfucosamine:lipid II <i>N</i>-acetylfucosaminyltransferase	Rff,RffT,WecF,YifM	 
ECK120001420	|EG11457|	b3793	wzyE	ECK3786,EG11457,b3793,rffT	3978601	3979953	forward	 	ECK120005896	putative enterobacterial common antigen polymerase	RffT,WzyE	 
ECK120001421	|EG11458|	b3794	rffM	ECK3787,EG11458,b3794,rff,wecG	3979956	3980696	forward	 	ECK120005897	UDP-N-acetyl-D-mannosaminuronic acid transferase	Rff,RffM,WecG	 
ECK120001422	|EG11459|	b3795	yifK	ECK3788,EG11459,b3795	3980887	3982272	forward	 	ECK120005898	putative transporter YifK	YifK	 
ECK120002460	|EG30017|	b3796	argX	ECK3789,EG30017,b3796	3982375	3982451	forward	 	ECK120006935	tRNA-Arg(CCG)	tRNA<sup>argX</sup>	tRNAs
ECK120002484	|EG30042|	b3797	hisR	ECK3790,EG30042,b3797,hisT	3982509	3982585	forward	 	ECK120006959	tRNA-His(GUG)	tRNA<sup>hisR</sup>	tRNAs
ECK120002491	|EG30049|	b3798	leuT	ECK3791,EG30049,b3798	3982606	3982692	forward	 	ECK120006966	tRNA-Leu(CAG)	tRNA<sup>leuT</sup>	tRNAs
ECK120002510	|EG30068|	b3799	proM	ECK3792,EG30068,b3799,proU	3982735	3982811	forward	 	ECK120006984	tRNA-Pro(UGG)	tRNA<sup>proM</sup>	tRNAs
ECK120000086	|EG10090|	b3800	aslB	ECK3793,EG10090,atsB,b3800,gppB	3982958	3984193	forward	 	ECK120004562	putative anaerobic sulfatase maturation enzyme AslB	AslB,AtsB,GppB	 
ECK120000085	|EG10089|	b3801	aslA	ECK3794,EG10089,atsA,b3801,gppB	3984352	3986007	reverse	 	ECK120004561	putative sulfatase AslA	AslA,AtsA,GppB	 
ECK120002585	|G0-8873|	b4456	glmZ	ECK3795,G0-8873,b4456,k19,psrA20,ryiA,sraJ	3986432	3986603	forward	 	ECK120007059	GlmZ	""sraJ,K19,PsrA20,RyiA,SraJ,k19,psrA20"",ryiA,small regulatory RNA GlmZ	small RNA
ECK120000427	|EG10434|	b3802	hemY	ECK3796,EG10434,b3802	3986686	3987882	reverse	 	ECK120004903	protein HemY	HemY	 
ECK120000426	|EG10433|	b3803	hemX	ECK3797,EG10433,b3803	3987885	3989066	reverse	 	ECK120004902	PF04375 family protein HemX	HemX	 
ECK120000423	|EG10430|	b3804	hemD	ECK3798,EG10430,b3804	3989088	3989828	reverse	 	ECK120004899	uroporphyrinogen-III synthase	HemD	 
ECK120000422	|EG10429|	b3805	hemC	ECK3799,EG10429,b3805,popE	3989825	3990766	reverse	 	ECK120004898	hydroxymethylbilane synthase	HemC,PopE	 
ECK120000166	|EG10170|	b3806	cyaA	ECK3800,EG10170,b3806,cya	3991153	3993699	forward	 	ECK120004642	adenylate cyclase	Cya,CyaA	 
ECK120001597	|EG11653|	b3807	cyaY	ECK3801,EG11653,b3807	3993739	3994059	reverse	 	ECK120006073	frataxin CyaY	CyaY	 
ECK120004312	|G7802|	b3808	yzcX	ECK3802,G7802,b3808	3993850	3994335	forward	 	ECK120008751	protein YzcX	YzcX	 
ECK120016323	|G0-10471|	b4558	yifL	ECK3803,G0-10471,b4558	3994522	3994725	forward	 	ECK120016396	putative lipoprotein YifL	YifL	 
ECK120000203	|EG10209|	b3809	dapF	ECK3804,EG10209,b3809	3994762	3995586	forward	 	ECK120004679	diaminopimelate epimerase	DapF	 
ECK120001181	|EG11201|	b3810	yigA	ECK3805,EG11201,b3810	3995583	3996290	forward	 	ECK120005657	DUF484 domain-containing protein YigA	YigA	 
ECK120001058	|EG11069|	b3811	xerC	ECK3806,EG11069,b3811	3996287	3997183	forward	 	ECK120005534	site-specific tyrosine recombinase	XerC	 
ECK120001182	|EG11202|	b3812	yigB	ECK3807,EG11202,b3812	3997183	3997899	forward	 	ECK120005658	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase	YigB	 
ECK120001053	|EG11064|	b3813	uvrD	ECK3808,EG11064,b3813,dar-2,dda,mutU,pdeB,rad,recL,srjC,uvr502,uvrE	3997983	4000145	forward	 	ECK120005529	DNA helicase II	Dda,MutU,PdeB,Rad,RecL,SrjC,UvrD,UvrE	 
ECK125272710	-	-	yigE5'	 	3999214	3999357	forward	 	ECK125272711	YigE5'	RNA0-366	small RNA
ECK120001424	|EG11462|	b4482	yigE	ECK3809,EG11462,b3814,b3815,b4482	4000292	4001056	reverse	 	ECK120005900	DUF2233 domain-containing protein YigE	YigE	 
ECK125135307	|G0-10704|	-	 	G0-10704	4001191	4001334	forward	Phantom Gene	-	 	 	 
ECK125286414	|G0-17045|	b4799	ysgD	ECK4656,G0-17045,b4799	4001218	4001274	forward	 	ECK125286429	protein YsgD	YsgD	 
ECK120001425	|EG11463|	b3816	corA	ECK3810,EG11463,b3816	4001426	4002376	forward	 	ECK120005901	Ni<sup>2+</sup>/Co<sup>2+</sup>/Mg<sup>2+</sup> transporter	CorA,CorA magnesium ion MIT transporter,nickel/cobalt/magnesium transporter	 
ECK120001426	|EG11464|	b3817	yigF	ECK3811,EG11464,b3817	4002419	4002799	reverse	 	ECK120005902	DUF2628 domain-containing protein YigF	YigF	 
ECK120001427	|EG11465|	b3818	yigG	ECK3812,EG11465,b3818	4002813	4003193	reverse	 	ECK120005903	inner membrane protein	YigG	 
ECK120001428	|EG11466|	b3819	rarD	ECK3813,EG11466,b3819,yigH	4003288	4004178	reverse	 	ECK120005904	putative transporter RarD	RarD,YigH	 
ECK120001429	|EG11467|	b3820	yigI	ECK3814,EG11467,b3820	4004230	4004697	reverse	 	ECK120005905	putative thioesterase YigI	YigI	 
ECK120000729	|EG10738|	b3821	pldA	ECK3815,EG10738,b3821	4004862	4005731	forward	 	ECK120005205	outer membrane phospholipase A	OMPLA,PldA	 
ECK120000824	|EG10833|	b3822	recQ	ECK3816,EG10833,b3822	4005864	4007693	forward	 	ECK120005300	ATP-dependent DNA helicase RecQ	RecQ	 
ECK120001430	|EG11468|	b3823	rhtC	ECK3817,EG11468,b3823,yigJ	4007757	4008377	forward	 	ECK120005906	L-threonine exporter	RhtC,YigJ	 
ECK120001431	|EG11469|	b3824	rhtB	ECK3818,EG11469,b3824,yigK	4008439	4009059	reverse	 	ECK120005907	L-homoserine/L-homoserine lactone/L-threonine exporter	RhtB,YigK	 
ECK120000730	|EG10739|	b3825	pldB	ECK3819,EG10739,b3825	4009170	4010192	forward	 	ECK120005206	lysophospholipase L2	PldB	 
ECK120001432	|EG11470|	b3826	yigL	ECK3820,EG11470,b3826	4010200	4011000	forward	 	ECK120005908	phosphosugar phosphatase YigL	YigL	 
ECK120001433	|EG11471|	b3827	bioP	ECK3821,EG11471,b3827,yigM	4011076	4011975	forward	 	ECK120005909	biotin transporter	BioP,BirB,YigM	 
ECK120000584	|EG10591|	b3828	metR	ECK3822,EG10591,b3828	4011863	4012816	reverse	 	ECK120005060	DNA-binding transcriptional dual regulator MetR	MetR	 
ECK120000577	|EG10584|	b3829	metE	ECK3823,EG10584,b3829,metB12	4013053	4015314	forward	 	ECK120005053	cobalamin-independent homocysteine transmethylase	MetE	 
ECK120004313	|G7804|	b3830	ysgA	ECK3824,G7804,b3830	4015354	4016169	reverse	 	ECK120008752	putative dienelactone hydrolase	YsgA	 
